Entity1,Relation,Entity2
83,演员,6499
4236,演员,15402
413,演员,6472
694,演员,7908
820,上映地区,14
2676,类型,18
4375,演员,7478
3200,演员,14401
2971,演员,8431
3164,演员,21338
3520,上映地区,18
3676,上映时间,85
1952,演员,22305
2056,演员,15125
2616,演员,19230
4298,类型,15
2125,演员,17740
2037,演员,720
876,编剧,4166
43,演员,3592
3447,演员,7929
366,演员,445
3837,演员,10349
1046,演员,16948
3765,演员,9288
3806,演员,19931
4585,类型,18
2659,类型,18
4298,演员,4678
1638,演员,11122
689,导演,5405
3389,演员,22011
945,演员,21793
2176,类型,2
1686,演员,2829
4403,类型,15
1144,语言,154
3110,导演,14235
3716,演员,375
222,演员,17978
392,导演,11921
1566,演员,18371
3350,编剧,8287
770,语言,137
49,演员,14228
1204,语言,100
2094,类型,4
2009,演员,15897
773,演员,12263
2790,语言,89
1248,导演,10035
757,演员,3455
1930,演员,18496
316,上映时间,93
46,演员,2771
919,演员,1235
908,上映地区,14
1942,类型,22
2058,演员,6501
2764,类型,18
3973,类型,16
2089,演员,3891
2842,上映时间,84
3128,编剧,5659
3686,类型,19
2381,语言,35
2529,演员,22219
791,演员,3781
577,类型,18
4568,类型,18
2585,演员,21816
3787,演员,19647
2647,演员,943
4386,类型,15
81,演员,12382
1168,演员,19930
4123,导演,6095
202,导演,10070
712,语言,74
4022,演员,18139
3908,演员,12066
1556,演员,6407
2773,语言,89
3216,类型,18
2658,演员,22713
1132,演员,2923
3738,演员,16561
3669,类型,19
2859,演员,17846
908,演员,18065
999,上映时间,89
4122,语言,124
1975,演员,10794
3696,演员,4352
557,上映地区,29
640,演员,5119
544,演员,18116
2403,上映时间,75
366,演员,579
818,导演,9605
2439,演员,22446
3460,演员,8829
4369,类型,15
3325,上映时间,76
4226,编剧,9471
2669,演员,914
1685,演员,15734
52,导演,16357
356,演员,9957
104,类型,22
734,类型,4
926,类型,18
1078,上映时间,92
2569,演员,5437
2669,导演,22398
731,导演,18687
1026,类型,23
2469,语言,35
2756,语言,89
1131,上映地区,29
2656,演员,9947
2887,演员,11313
3018,演员,22647
3120,编剧,1481
3620,演员,5191
4079,演员,12095
475,演员,16261
1173,演员,13135
1757,演员,15661
701,演员,17190
2219,上映地区,58
3342,演员,19151
2711,编剧,9742
807,演员,3659
209,类型,22
3026,类型,15
2861,语言,89
2232,演员,12654
1913,类型,17
2022,类型,16
3948,类型,16
3423,上映地区,40
4409,类型,26
466,语言,89
909,类型,18
1165,演员,20147
192,上映地区,28
21,演员,6908
129,演员,19499
987,上映时间,84
2452,语言,35
3103,演员,6138
1367,演员,2287
2566,上映地区,7
390,演员,10088
2174,导演,13723
2629,编剧,705
4327,编剧,10826
3698,演员,12499
959,演员,11756
1722,演员,13530
932,演员,3202
1162,语言,100
1483,类型,18
1740,演员,2829
1815,语言,124
119,演员,7185
1527,上映地区,28
2113,类型,0
2202,上映地区,58
3774,上映时间,81
2709,演员,347
2483,上映时间,85
3365,导演,10866
3161,上映时间,89
1533,导演,29
814,编剧,17407
4528,上映地区,45
3931,类型,16
3932,导演,10177
500,演员,5791
3406,上映地区,40
94,演员,11188
3079,上映时间,91
788,类型,28
12,演员,10634
3259,演员,19657
2549,上映地区,7
487,导演,1990
701,编剧,8153
1514,类型,10
479,演员,518
134,演员,17636
1414,演员,14117
2865,演员,5985
3000,演员,19358
4562,演员,1857
2808,演员,7266
1876,编剧,10619
3369,演员,11977
535,编剧,1329
1245,导演,21498
2571,类型,26
4027,语言,50
3914,演员,1464
1585,上映地区,40
4132,导演,5081
4361,演员,10107
1176,演员,1135
180,演员,13779
2604,演员,2339
626,演员,1423
1877,上映地区,59
2102,类型,26
2654,上映地区,7
728,上映地区,7
3870,上映时间,71
3093,演员,7356
4344,演员,22000
3281,上映地区,45
4536,类型,8
53,编剧,3946
3481,导演,20013
2384,类型,7
2532,上映地区,7
561,演员,8777
2215,类型,16
289,类型,16
2319,导演,2391
877,导演,6806
3937,语言,92
4115,演员,19413
3683,上映时间,52
2829,导演,5837
1838,编剧,14616
2611,演员,1113
3849,演员,11830
459,上映地区,47
3060,演员,8925
863,类型,16
606,演员,19973
1493,导演,2575
1860,上映地区,59
2523,语言,35
2637,上映地区,7
4266,导演,3880
318,演员,11809
1948,演员,14593
3671,类型,15
4484,语言,45
480,导演,13149
1790,语言,124
556,演员,12898
609,演员,17638
3045,上映时间,91
3581,导演,20368
1916,演员,5485
2956,演员,12318
2367,类型,7
4577,导演,18687
2156,导演,6249
1815,上映时间,91
1204,演员,11167
1898,类型,7
4079,演员,20284
3893,语言,45
4563,编剧,3225
4152,上映地区,70
4407,上映地区,31
1643,演员,20221
2658,编剧,4711
598,语言,45
2228,上映时间,90
3734,导演,586
4002,类型,16
4082,演员,17949
4262,演员,20041
234,上映地区,47
2546,演员,22813
1336,编剧,5827
1768,类型,17
0,演员,13638
782,上映地区,31
3884,演员,16539
4467,语言,45
1773,语言,124
1833,演员,5641
1452,编剧,12931
1674,导演,20230
876,演员,16183
1356,演员,13602
3435,类型,18
2350,类型,7
993,演员,22173
447,上映地区,42
1538,演员,18076
1852,上映地区,59
1050,语言,45
2768,上映地区,7
647,演员,11876
658,演员,9531
3181,演员,7514
4462,编剧,20899
705,演员,11212
1351,演员,19592
1804,演员,12857
3256,上映地区,45
3737,演员,14479
580,导演,22552
2121,编剧,14577
4140,编剧,708
3127,演员,3652
1202,演员,1060
2455,类型,7
88,演员,6872
3399,编剧,9667
56,演员,15848
594,编剧,12642
176,演员,8616
3417,编剧,1774
2538,导演,16004
3215,演员,21611
3989,导演,7061
3051,类型,13
802,演员,3322
943,演员,19420
1835,上映地区,59
406,编剧,1073
2475,导演,7409
1864,类型,7
3048,演员,22287
4240,演员,12136
1068,编剧,12637
958,演员,11182
2919,导演,7793
4005,演员,7803
2135,编剧,16663
2899,上映时间,84
223,编剧,285
2009,上映地区,45
3909,导演,5107
2185,演员,10278
110,演员,12684
1121,演员,7889
4022,演员,18891
1534,演员,4505
904,编剧,8534
3410,编剧,21443
3813,上映地区,45
43,类型,7
573,演员,14096
4156,类型,18
2856,上映地区,7
104,演员,21676
4250,类型,5
821,类型,16
3304,上映时间,93
3848,演员,10395
2014,导演,13959
3830,导演,18080
1467,演员,16092
312,演员,17677
1844,上映地区,18
3223,语言,144
3396,编剧,4206
2168,演员,15384
438,演员,13151
3362,演员,8344
3439,编剧,17960
2771,演员,13821
3508,类型,8
119,上映地区,59
1992,上映地区,45
3925,演员,20873
1289,语言,154
1520,上映时间,43
1245,演员,22324
4261,类型,18
4071,导演,10418
1277,上映时间,63
243,演员,5613
4387,导演,5047
1523,上映地区,45
3796,上映地区,45
3942,演员,11050
2621,语言,45
2839,上映地区,7
3017,类型,13
1053,演员,19277
2211,演员,14391
2682,演员,308
1787,类型,13
1894,编剧,10335
839,演员,14683
2097,上映地区,45
171,上映地区,45
1694,演员,11016
796,类型,26
775,编剧,19107
959,演员,14602
1723,上映地区,28
3206,语言,144
3491,类型,8
3925,演员,18779
2869,演员,20308
2398,导演,22466
772,编剧,22381
1975,上映地区,45
3040,语言,89
3483,类型,18
4411,编剧,11803
2739,上映时间,88
1361,导演,13355
2092,类型,17
408,演员,22184
1878,演员,11461
2541,演员,10978
1506,上映地区,45
3641,导演,3222
900,语言,50
284,演员,14545
1735,上映时间,89
384,上映地区,40
1854,语言,144
2192,类型,22
1953,演员,4704
1121,演员,10467
1687,编剧,16037
2892,类型,18
343,演员,16150
2031,编剧,22634
1374,语言,45
237,演员,17967
3428,演员,3246
3696,类型,13
2744,上映时间,83
99,演员,8394
4166,演员,4886
1706,上映地区,28
646,演员,4964
3784,上映地区,40
3178,语言,45
1145,编剧,1359
2601,编剧,15695
4352,演员,11993
2252,编剧,10541
810,语言,92
2075,类型,17
1271,演员,19796
3510,上映地区,28
3544,上映时间,84
4110,类型,16
1489,上映地区,45
892,类型,16
1775,类型,8
2554,语言,89
1819,上映地区,18
3329,语言,124
1846,导演,596
3701,演员,1114
4237,导演,11714
1801,类型,5
586,语言,150
2594,演员,1731
3916,演员,1944
733,演员,16419
1554,编剧,11562
2063,上映地区,45
2964,演员,21176
1184,类型,8
453,导演,867
1515,编剧,8558
1689,上映地区,28
3103,演员,17978
3161,语言,45
1656,编剧,15796
85,编剧,5906
1759,编剧,3846
121,演员,5921
1942,语言,144
2884,类型,18
71,演员,7514
2058,类型,17
2801,导演,12015
1758,类型,8
1818,演员,1440
2537,语言,89
1462,语言,45
3011,演员,6800
4438,演员,17978
242,上映地区,45
1429,语言,100
4299,编剧,10665
932,演员,12009
2150,导演,10732
3069,演员,21385
3266,语言,45
997,编剧,14170
1340,语言,45
3458,类型,18
790,上映地区,29
1285,演员,17333
1747,编剧,14071
673,演员,22290
907,演员,3961
3340,演员,10496
1581,编剧,22876
3630,导演,986
871,语言,45
1165,演员,1785
1612,编剧,8777
4198,类型,16
2023,演员,21447
217,演员,17804
2964,演员,20021
3913,演员,91
2774,演员,22708
171,编剧,6218
508,演员,11908
1000,演员,8733
3352,演员,5532
3850,类型,15
1844,演员,19519
2015,上映时间,93
1637,类型,18
1563,类型,10
937,语言,74
2626,演员,13097
3378,演员,17216
3897,导演,16503
225,上映地区,45
337,演员,19769
1008,演员,21905
1502,导演,14661
2901,导演,9899
1777,上映地区,28
3441,类型,18
2766,导演,4407
3411,上映时间,89
3135,演员,21764
1046,类型,18
881,语言,92
854,语言,45
1003,编剧,5686
1956,演员,6825
3049,演员,3512
3436,演员,7103
4003,演员,14520
668,上映地区,8
3833,类型,15
1372,演员,1266
3208,演员,19042
1177,语言,89
1952,语言,124
1816,演员,17347
4528,演员,15791
2598,演员,9026
3230,导演,7364
1434,演员,1125
1151,类型,18
437,导演,11780
3946,类型,5
1567,编剧,4131
2032,演员,17074
1733,类型,8
1181,上映时间,92
550,演员,18424
4549,演员,8390
2012,类型,15
1969,语言,100
2569,导演,11487
3009,上映地区,58
177,上映时间,93
1725,类型,18
4572,演员,5234
721,类型,19
1901,演员,18922
2836,演员,14790
4027,编剧,3318
4565,演员,20581
668,演员,15807
222,导演,17746
1603,类型,18
2125,类型,5
396,演员,17186
599,类型,19
200,演员,21139
91,编剧,2884
1134,类型,18
3420,编剧,18294
745,演员,10626
3929,类型,5
282,上映时间,93
4434,演员,15259
2974,演员,3783
1182,导演,21659
3210,演员,21937
4391,演员,9052
1627,演员,20424
3592,演员,6079
3375,演员,10792
85,编剧,20511
3119,演员,1967
4552,演员,4536
3950,演员,16330
1918,语言,124
3992,上映地区,45
1533,编剧,9782
3439,编剧,17773
3890,演员,2771
1706,演员,17600
1028,演员,12887
4026,语言,100
1117,类型,18
1705,演员,4162
538,演员,3143
1096,演员,6228
3912,类型,5
1881,演员,17264
2649,演员,13233
4126,演员,6986
3360,上映时间,89
3401,上映地区,45
4170,演员,15473
2211,编剧,8416
428,导演,13998
2371,导演,1546
2096,上映地区,33
4114,导演,4545
1691,类型,18
1632,导演,6625
3896,语言,110
2213,类型,5
270,演员,12828
870,类型,26
1692,类型,22
2190,演员,18027
0,类型,8
3200,演员,9973
3583,演员,11525
3618,类型,22
4045,演员,19292
3107,演员,17827
4546,编剧,139
4382,演员,22577
2543,上映时间,88
4017,类型,5
2267,演员,9284
4170,演员,3580
105,编剧,5703
3273,演员,6342
3430,演员,4656
1099,演员,10659
170,类型,27
1778,编剧,19444
149,演员,18315
2112,演员,5777
3166,演员,10572
3731,演员,8462
3384,上映地区,45
799,导演,12886
870,上映时间,85
687,演员,10317
1049,语言,86
4247,演员,21605
88,上映地区,14
547,演员,11794
624,演员,2476
1344,上映时间,80
2228,演员,10602
2557,编剧,20588
1043,演员,16312
3451,演员,7054
3023,演员,18861
3489,上映地区,45
2314,演员,8090
922,上映时间,71
2249,演员,10162
278,演员,8394
1809,演员,18616
733,上映地区,59
485,演员,19475
515,演员,6978
564,演员,14022
1780,类型,22
4488,类型,16
3357,语言,45
1257,类型,4
72,上映地区,45
2435,导演,14823
1578,演员,12554
3951,演员,20453
546,编剧,11206
1836,演员,22046
4063,上映地区,45
4204,演员,3505
967,演员,1121
2601,演员,20515
3197,演员,14886
4066,类型,7
234,演员,8572
996,演员,7841
771,类型,7
755,演员,4947
3214,上映时间,82
2061,导演,18189
2105,上映时间,89
3762,导演,9760
3773,演员,17422
2434,演员,16495
3335,演员,21426
1827,导演,17270
2611,语言,89
262,类型,5
586,导演,18687
1338,演员,21937
1536,语言,45
2101,演员,7317
2023,上映时间,91
1393,上映地区,2
1645,类型,16
1571,类型,8
1763,类型,22
3484,导演,17304
1499,演员,10251
3340,语言,45
2204,演员,7993
3167,类型,8
3515,导演,4689
3802,演员,11495
945,语言,45
3435,演员,1402
4034,演员,9878
2315,上映时间,83
242,编剧,3103
230,编剧,4842
619,演员,10694
233,演员,13772
1219,编剧,12854
4432,演员,9198
3455,上映地区,45
1530,语言,144
1703,演员,19264
3967,演员,733
3445,语言,45
1519,语言,45
810,编剧,16408
513,演员,8569
3112,编剧,831
3563,演员,10904
1851,上映地区,28
419,演员,20136
4331,演员,13511
3150,类型,8
898,演员,17524
1803,演员,5656
614,编剧,10158
4531,演员,8391
637,类型,2
3376,演员,21465
2699,语言,89
2219,演员,19939
1361,演员,18182
737,类型,7
2998,类型,26
3490,演员,8098
2913,编剧,22930
1659,类型,8
1110,编剧,11879
3108,演员,4355
4129,演员,12059
3524,演员,8660
2333,类型,7
3428,语言,45
2259,演员,11303
844,演员,19297
911,编剧,1548
1033,语言,45
1834,上映地区,28
3912,上映地区,40
19,导演,13848
742,类型,2
2934,演员,17934
4020,类型,5
4033,类型,17
3207,类型,16
3474,演员,13636
1983,语言,154
2211,导演,10292
738,上映地区,20
2682,语言,89
1658,编剧,15821
657,导演,18687
1607,语言,45
469,语言,92
1904,演员,22287
1947,上映地区,18
2765,演员,21345
3803,类型,22
2354,编剧,8477
2299,演员,17526
3831,演员,20039
6,演员,8752
403,导演,13337
3142,类型,8
4200,上映地区,47
2316,类型,7
830,演员,13579
4218,演员,2136
4483,演员,18912
476,演员,7470
876,演员,14654
2593,演员,22184
2751,上映时间,93
1208,类型,18
3012,导演,5628
4012,演员,10741
1016,语言,45
4377,类型,22
3549,演员,14964
2760,演员,18475
396,上映地区,45
4003,类型,5
2569,语言,89
2366,演员,9301
380,演员,13091
2082,类型,27
1400,编剧,627
1849,演员,5926
125,上映时间,94
1782,类型,18
4492,编剧,6694
1243,上映地区,7
3442,语言,37
1299,类型,2
1649,编剧,6715
2126,演员,19818
3891,上映地区,28
4337,演员,10288
4498,演员,22768
2567,演员,20649
2172,语言,35
4041,导演,9302
4368,编剧,20932
2195,类型,17
149,编剧,14249
2272,编剧,13184
4108,类型,5
340,编剧,21039
342,演员,7660
2676,演员,14053
803,编剧,22804
4512,导演,12188
2576,演员,2936
2980,演员,14585
3885,演员,7635
4114,类型,16
2166,演员,12653
3069,类型,26
3211,演员,10110
3891,类型,22
500,演员,22250
3591,类型,13
2713,导演,19565
3978,类型,15
1304,类型,8
141,编剧,21614
1765,类型,18
318,演员,3409
858,演员,21167
2143,上映时间,93
2260,编剧,6030
3158,导演,4351
3691,类型,18
4406,演员,8557
3779,类型,8
1296,类型,18
605,演员,12451
3881,编剧,15445
4091,类型,5
323,编剧,14976
2538,演员,9556
1878,类型,8
1839,演员,22773
2190,演员,5008
3100,类型,18
2390,编剧,20895
1709,类型,17
3159,演员,8942
1409,类型,8
1048,类型,22
2067,语言,139
761,导演,15586
3574,类型,13
733,编剧,19548
3952,上映时间,88
4411,演员,7418
2587,演员,18448
4433,演员,20077
1456,演员,10139
1748,类型,18
3674,类型,18
3270,演员,761
3374,类型,9
936,上映地区,45
1250,上映地区,70
1527,演员,18673
1344,语言,60
3644,上映时间,89
1598,演员,6296
1987,演员,11661
3209,编剧,15682
2865,类型,7
4526,上映时间,88
4074,类型,5
427,上映时间,93
3289,演员,5525
622,编剧,6444
2640,语言,89
3083,类型,18
2444,演员,2787
3605,类型,5
2110,演员,2829
439,语言,35
1891,演员,17282
270,类型,3
3331,演员,16747
162,类型,8
284,演员,18493
2627,类型,22
697,编剧,5143
2694,导演,8519
1044,类型,7
2872,演员,2128
2020,演员,12320
3254,演员,6427
3459,导演,1717
4179,类型,5
1527,编剧,1342
4456,演员,18210
40,类型,8
991,演员,9322
1262,类型,18
1327,语言,60
1648,演员,15414
1970,演员,11661
2608,演员,11397
3004,演员,17630
907,演员,15130
3,上映地区,70
450,上映地区,45
3083,演员,17486
410,上映时间,93
32,类型,18
4246,演员,10050
4326,演员,10673
2853,演员,6938
1238,编剧,8787
1026,演员,21787
1548,语言,45
4503,导演,21525
1387,演员,18995
1149,类型,7
318,语言,45
445,类型,17
3244,演员,22015
199,演员,5904
2737,演员,16234
2876,导演,3574
3692,上映时间,87
4216,演员,4181
67,上映地区,7
8,演员,14575
802,上映地区,40
618,演员,6154
4162,类型,5
346,导演,8106
2284,上映时间,89
1631,演员,15414
619,编剧,15299
3651,上映地区,45
558,类型,7
3998,演员,14525
2595,导演,10420
2494,演员,2641
1941,类型,18
15,类型,18
1086,演员,16831
2942,演员,7194
853,编剧,13185
3467,演员,1110
4146,语言,110
3530,语言,144
1168,导演,2625
1342,演员,16443
1797,上映时间,79
823,导演,12182
1693,上映时间,89
1555,演员,16606
1132,类型,7
3103,导演,17746
1128,演员,1871
3413,演员,5916
2685,演员,1146
370,演员,21209
1059,编剧,21734
4404,语言,153
2034,导演,1160
4344,演员,13868
2242,演员,7757
1986,演员,2285
890,演员,6064
1779,编剧,20155
4480,上映时间,86
1982,演员,7397
1674,演员,10078
962,演员,3517
3634,上映地区,45
1587,演员,21957
1052,编剧,305
1168,演员,20926
1942,编剧,16862
4299,演员,5125
1538,演员,20548
2671,演员,124
604,演员,17590
2009,演员,1967
2751,演员,5665
3099,编剧,1392
1681,演员,11885
3762,演员,18775
4143,演员,17216
1146,演员,19211
998,类型,5
1100,语言,143
3874,演员,18940
249,演员,21973
7,类型,18
541,编剧,928
647,演员,17731
1427,演员,12715
2922,导演,22503
3662,演员,21429
2669,演员,971
2642,编剧,7008
4546,类型,2
3091,编剧,20072
3172,上映时间,90
206,演员,2934
3994,上映时间,86
2792,导演,8550
2056,导演,5659
581,类型,18
1440,上映时间,17
985,演员,9965
2714,演员,15756
3234,演员,15076
88,演员,12727
1992,编剧,12394
2718,演员,22342
3485,语言,45
276,演员,19926
687,演员,9459
1319,语言,9
212,演员,13923
3563,演员,22744
844,演员,14572
3722,上映地区,45
4543,演员,15109
4433,演员,19756
833,编剧,2472
3274,编剧,2345
3329,演员,21825
4452,演员,3053
4529,类型,2
112,演员,5435
1792,编剧,4840
2025,演员,11486
2056,演员,11128
2072,演员,20671
4381,类型,5
151,编剧,13215
564,类型,18
746,编剧,16768
3303,演员,11655
3409,演员,19062
3992,编剧,1038
2790,类型,0
4451,上映时间,81
2698,演员,21997
2238,上映时间,84
1729,演员,2787
1977,演员,17685
1930,演员,13560
2649,演员,18336
3384,导演,10806
3963,演员,4243
2960,类型,19
1901,语言,124
244,演员,6247
2920,演员,13318
2299,类型,5
3573,语言,45
1235,演员,15279
1308,演员,20687
879,语言,124
308,演员,1081
3080,演员,8741
3774,演员,20553
4140,导演,5481
2511,编剧,20883
4149,导演,22292
4260,类型,15
4356,类型,15
3339,演员,1490
231,演员,2448
2159,演员,9531
1121,演员,15033
3554,演员,7982
145,演员,16832
118,演员,16785
4036,导演,7376
2834,编剧,16955
436,上映地区,45
917,上映时间,76
639,演员,2246
4469,类型,5
3117,演员,6187
4071,演员,5527
3388,演员,3966
4358,上映地区,59
2818,演员,2267
2271,导演,18321
2820,演员,14602
3946,导演,10451
985,演员,16865
3744,编剧,19281
4237,语言,158
1288,上映地区,29
4570,编剧,5305
242,演员,836
2359,演员,4408
1683,语言,89
343,演员,5790
697,编剧,13466
2126,类型,18
2458,语言,124
4161,类型,17
1768,导演,22862
4037,语言,154
225,演员,2930
2823,演员,16814
2931,类型,17
689,编剧,21037
418,类型,11
1744,类型,11
2181,演员,8547
3616,演员,13473
4009,演员,17345
82,演员,12179
806,演员,12658
2067,演员,15127
1456,导演,295
1972,演员,4211
1202,演员,18137
3805,类型,26
4341,上映地区,59
2919,上映地区,45
2040,类型,8
4183,导演,15986
4108,演员,3676
567,编剧,11941
4038,演员,20278
3603,演员,5732
3767,导演,18672
4144,类型,17
117,演员,4251
566,类型,5
1091,导演,9892
3215,演员,19440
4154,上映地区,40
4141,上映地区,28
1762,演员,12440
2914,类型,17
3736,类型,13
1915,编剧,20230
1901,上映时间,91
1063,编剧,830
1523,类型,16
2033,演员,3803
3375,类型,8
795,编剧,3160
3928,编剧,3655
1528,编剧,9116
550,语言,110
1371,上映地区,7
2785,演员,17957
2658,演员,4140
4331,类型,15
2370,演员,10707
3924,上映地区,45
1999,演员,20823
272,演员,22115
1738,语言,144
2023,类型,8
262,上映时间,94
342,导演,1333
663,语言,100
12,演员,2315
2661,编剧,22785
2559,演员,21895
507,上映地区,45
3246,演员,10572
1677,演员,12683
3901,类型,16
432,类型,3
1517,上映地区,70
1909,演员,3896
3719,类型,13
4249,演员,7686
3419,类型,4
3410,演员,18644
1658,上映时间,90
375,语言,45
2214,编剧,16226
2128,类型,8
3287,编剧,6008
367,上映时间,94
661,演员,17052
3907,上映地区,45
578,演员,20056
1065,演员,16680
612,上映地区,45
2689,演员,14314
2808,导演,17398
2885,演员,12835
419,演员,3547
3080,导演,15783
3293,语言,60
488,语言,35
2541,类型,7
3302,类型,26
3380,上映时间,92
288,演员,17671
1015,编剧,3611
1731,演员,5002
1680,编剧,18681
489,类型,11
1942,编剧,9320
2676,类型,22
340,演员,8973
3562,上映时间,68
1160,上映地区,59
4387,演员,17794
69,演员,6262
350,上映时间,94
571,演员,8234
1003,演员,1114
1301,演员,11419
1039,语言,158
1211,演员,6385
3880,语言,45
380,演员,16905
199,编剧,8923
595,上映地区,45
1741,演员,22577
2063,类型,16
3967,上映时间,77
3541,编剧,20002
2397,语言,35
640,导演,20057
580,演员,15596
413,编剧,479
3149,编剧,6186
1294,类型,7
1442,上映地区,7
2659,类型,22
250,导演,14661
209,演员,6272
111,演员,6736
1118,演员,5154
55,演员,15039
1237,编剧,20165
4203,类型,15
2429,上映时间,89
1785,上映时间,72
1960,编剧,12868
1010,演员,12541
3551,演员,11491
3965,演员,5303
4055,类型,18
3863,语言,45
1742,演员,12229
686,编剧,4009
3694,类型,13
940,演员,5731
3857,演员,13444
1717,上映地区,59
162,演员,12323
4110,演员,11957
2379,导演,8899
891,演员,2070
2060,编剧,11739
1125,演员,19204
2035,演员,2285
273,类型,8
3564,类型,23
169,类型,18
443,演员,1310
2652,上映地区,45
3847,演员,15625
3416,上映时间,88
611,导演,12347
927,演员,11731
4186,类型,15
1326,演员,11893
2412,上映时间,89
2285,演员,11434
1973,类型,18
3334,编剧,8352
3351,演员,14490
3403,演员,2984
581,演员,1434
1736,演员,5912
1482,演员,15838
3846,语言,45
4277,演员,2418
3898,演员,4644
1313,演员,20926
2795,演员,8464
242,演员,11253
2747,类型,22
3270,演员,10991
4374,上映地区,47
609,编剧,6109
3144,上映地区,47
493,演员,2349
1507,上映时间,64
61,编剧,12316
1338,上映时间,73
2881,演员,7672
3229,编剧,15821
181,演员,7079
1379,上映地区,29
3855,语言,45
4143,类型,18
223,演员,13619
2058,演员,8733
172,演员,7628
4510,编剧,8020
528,演员,7988
1356,导演,22579
2478,类型,5
539,演员,14886
552,类型,5
1848,类型,23
3197,编剧,9342
2305,演员,3042
726,类型,18
3692,演员,17015
3967,演员,5165
1776,演员,19490
4290,演员,17658
3100,导演,5481
4505,导演,8852
2238,演员,15589
261,演员,20531
896,演员,9046
2356,类型,5
4282,类型,5
2322,类型,18
1289,上映地区,71
35,类型,13
839,类型,8
1932,演员,8913
4399,演员,20861
916,演员,16315
840,语言,110
1188,演员,20763
1121,演员,6336
4149,演员,1910
1501,导演,21683
1539,类型,4
3482,编剧,16787
4305,演员,19441
2072,演员,20618
1094,演员,17252
1139,演员,7686
1665,演员,2208
45,演员,15485
429,演员,22895
2017,语言,45
527,类型,15
2575,编剧,22511
2782,演员,124
2793,演员,11539
240,类型,18
443,演员,11243
823,演员,3961
3825,演员,4066
564,演员,22910
4109,类型,18
973,演员,9907
685,演员,14575
980,编剧,21202
1045,上映地区,20
1153,演员,19796
3465,演员,15220
1315,演员,1725
4157,导演,9942
3384,演员,5484
1271,语言,89
2131,演员,7886
4065,演员,16530
241,演员,11912
2444,类型,5
3640,编剧,18895
136,演员,15244
662,上映时间,89
1450,上映地区,29
223,类型,18
1681,演员,21176
3253,演员,20338
4323,类型,17
1701,演员,16747
3011,演员,17945
6,演员,3735
1558,语言,92
281,演员,6084
2699,导演,12668
4094,导演,15091
4408,演员,17619
2024,上映地区,29
3423,编剧,20204
3494,编剧,20659
3688,类型,19
2401,类型,8
452,演员,11213
243,演员,22153
2738,编剧,5955
2472,上映地区,65
2105,语言,45
2933,演员,18117
1293,类型,19
4255,演员,15886
2828,演员,16023
1711,演员,2831
4388,类型,15
3367,演员,4703
3536,上映时间,90
1627,演员,2977
2977,演员,10240
3919,类型,15
3249,上映时间,93
1684,演员,16747
2979,演员,16159
2452,编剧,4649
1793,类型,11
3710,语言,45
993,演员,17505
2908,演员,428
881,编剧,22718
4114,演员,12970
301,导演,17456
2178,导演,16475
749,编剧,10542
2591,演员,21761
4584,编剧,7563
4493,类型,15
77,演员,21694
2979,演员,17098
3789,类型,25
2280,类型,18
2088,语言,45
2375,演员,3725
2458,演员,16936
2885,编剧,13626
4479,编剧,8852
669,上映地区,45
239,演员,4963
3186,语言,124
711,类型,5
4063,类型,16
3021,编剧,10639
3100,演员,8736
3295,演员,19657
1988,演员,19732
2098,演员,11094
2121,演员,20770
1745,上映时间,78
2605,演员,18595
3555,编剧,8534
3594,类型,16
3644,演员,15541
4202,编剧,22637
1727,演员,18766
4013,演员,5333
3442,上映地区,7
4522,编剧,6549
637,上映时间,89
1459,上映时间,85
3338,演员,17725
538,演员,2261
3172,演员,348
4476,类型,15
606,演员,8434
1553,上映时间,37
1978,演员,5698
3102,演员,6370
1227,演员,16680
2081,类型,15
3464,类型,26
1774,编剧,21425
407,上映时间,94
768,演员,7332
1203,演员,15462
3095,演员,12857
856,演员,5104
2872,演员,5621
713,编剧,22151
2979,演员,15354
4046,类型,16
3038,编剧,15897
1011,演员,14859
2712,编剧,22863
2326,上映地区,58
3676,语言,45
1600,导演,10951
1072,类型,0
442,类型,18
2108,演员,4725
2455,类型,11
1810,演员,17051
678,语言,110
17,上映地区,47
4459,类型,15
1921,演员,2077
2920,演员,11655
576,演员,7668
1534,编剧,6642
51,语言,45
1806,演员,17820
3607,上映时间,90
3155,类型,7
1896,上映地区,59
1666,演员,12881
260,编剧,21521
794,上映时间,75
1607,编剧,18670
547,类型,18
2686,类型,7
2660,演员,11678
4549,演员,5548
4401,演员,9314
3970,演员,16630
2082,演员,746
2309,上映地区,58
4490,类型,7
179,演员,1179
757,语言,124
695,演员,18264
2592,编剧,14619
3260,类型,7
215,演员,15183
4256,编剧,10993
1920,演员,17282
4181,导演,15565
1804,编剧,633
2256,类型,8
495,上映时间,94
3109,上映地区,59
3188,编剧,14817
282,导演,16923
471,演员,21385
556,语言,89
3856,类型,13
1731,演员,9271
1879,上映地区,59
25,演员,4667
2926,类型,22
2414,上映地区,58
488,上映地区,58
774,语言,100
2425,演员,14667
530,类型,18
3387,演员,18487
1547,类型,2
1849,演员,19486
147,语言,35
2292,上映地区,58
734,演员,9961
2915,演员,3294
4357,导演,5440
3769,演员,1094
1749,演员,18521
1760,演员,5788
4465,编剧,4931
930,类型,5
546,演员,836
3243,类型,7
3991,演员,13551
898,演员,18386
3578,演员,15828
3912,语言,45
3164,演员,12190
